dataset_name,group,winner,acc_iclv2_ensmble32,acc_ttt_step8,delta_pp,delta_correct_est,change_strength,n_train_iclv2_ensmble32,n_test_compare,n_features_iclv2_ensmble32,n_classes_iclv2_ensmble32,task_type_iclv2_ensmble32,acc_bin,train_bin,feature_bin,class_bin,n_num_features_json,n_cat_features_json,feature_modality,imbalance_ratio,imbalance_bin,source_family,domain_tag,ttt_applied_bool,ttt_steps,ttt_split_reason,analysis_reason,recommendation,source,info_json_path
twonorm,TTT更高,ttt_step8,0.9777027027027028,0.9797297297297296,0.2027027027026839,2.999999999999723,weak,5920,1480,20,2,binclass,>0.95,5k-20k,11-30,2,20,0,numeric_only,1.0016229375169057,<=1.2,openml,synthetic/rule-generated,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；纯数值特征占主导；类别较均衡；规则/合成结构明显，TTT 容易放大边界校正也可能过拟合规则噪声,收益受 ceiling 限制，不值得为这类数据过度调参。,https://www.openml.org/search?type=data&status=active&id=1507&sort=runs,data178/twonorm/info.json
eeg-eye-state,TTT更高,ttt_step8,0.9939919893190922,0.9959946595460614,0.2002670226969205,5.999999999999739,weak,11984,2996,14,2,binclass,>0.95,5k-20k,11-30,2,14,0,numeric_only,1.228171947047449,1.2-2,openml,vision/sensor/pattern,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；纯数值特征占主导；视觉/传感器/模式类常有较强局部结构,收益受 ceiling 限制，不值得为这类数据过度调参。,https://www.openml.org/search?type=data&status=active&id=1471&sort=runs,data178/eeg-eye-state/info.json
ozone-level-8hr,TTT更高,ttt_step8,0.9546351084812624,0.9566074950690336,0.1972386587771213,1.000000000000005,weak,2027,507,72,2,binclass,>0.95,1k-5k,31-80,2,72,0,numeric_only,14.8375,>5,openml,scientific/health/environment,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；提升幅度很小，应视为弱正信号；纯数值特征占主导；类别不平衡明显,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://www.openml.org/search?type=data&status=active&id=1487&sort=runs,data178/ozone-level-8hr/info.json
in_vehicle_coupon_recommendation,TTT更高,ttt_step8,0.7871501773748522,0.7891210090658258,0.1970831690973673,5.00000000000021,weak,10147,2537,21,2,binclass,0.7-0.8,5k-20k,11-30,2,0,21,categorical_only,,unknown,uci,business/customer/finance; vision/sensor/pattern,True,8,stratified split,TTT 实际执行；ICLv2 有中等 headroom，TTT 可能修正也可能过拟合；提升幅度很小，应视为弱正信号；纯类别特征，TTT 更依赖离散组合模式；视觉/传感器/模式类常有较强局部结构,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://archive.ics.uci.edu/dataset/603/in+vehicle+coupon+recommendation,data178/in_vehicle_coupon_recommendation/info.json
artificial-characters,TTT更高,ttt_step8,0.9408023483365948,0.9427592954990216,0.1956947162426781,4.00000000000034,weak,8174,2044,7,10,multiclass,0.9-0.95,5k-20k,<=10,6-10,7,0,numeric_only,2.36,2-5,openml,text/sequence/symbolic; vision/sensor/pattern; synthetic/rule-generated,True,8,stratified split,TTT 实际执行；ICLv2 处在中高准确率区间，有可校正边界且不是完全无结构；提升幅度很小，应视为弱正信号；纯数值特征占主导；规则/合成结构明显，TTT 容易放大边界校正也可能过拟合规则噪声；视觉/传感器/模式类常有较强局部结构,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://www.openml.org/search?type=data&status=active&id=1459&sort=runs,data178/artificial-characters/info.json
sylvine,TTT更高,ttt_step8,0.977560975609756,0.9795121951219512,0.1951219512195234,2.0000000000001155,weak,4099,1025,20,2,binclass,>0.95,1k-5k,11-30,2,20,0,numeric_only,1.0,<=1.2,openml,business/customer/finance; scientific/health/environment; text/sequence/symbolic,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；提升幅度很小，应视为弱正信号；纯数值特征占主导；类别较均衡,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://www.openml.org/search?type=data&status=active&id=41146&sort=runs,data178/sylvine/info.json
online_shoppers,TTT更高,ttt_step8,0.9059205190592052,0.9075425790754258,0.1622060016220561,3.999999999999904,weak,9864,2466,14,2,binclass,0.9-0.95,5k-20k,11-30,2,5,9,mixed,5.462264150943396,>5,openml,other,True,8,stratified split,TTT 实际执行；ICLv2 处在中高准确率区间，有可校正边界且不是完全无结构；提升幅度很小，应视为弱正信号；数值+类别混合，类别编码稳定性会影响 TTT；类别不平衡明显,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://www.openml.org/search?type=data&status=active&id=45060&sort=runs,data178/online_shoppers/info.json
MagicTelescope,TTT更高,ttt_step8,0.8940588853838065,0.8956361724500526,0.1577287066246047,5.999999999999963,weak,15216,3804,9,2,binclass,0.8-0.9,5k-20k,<=10,2,9,0,numeric_only,1.8438995215311005,1.2-2,openml,vision/sensor/pattern,True,8,stratified split,TTT 实际执行；ICLv2 处在中高准确率区间，有可校正边界且不是完全无结构；提升幅度很小，应视为弱正信号；纯数值特征占主导；视觉/传感器/模式类常有较强局部结构,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://www.openml.org/search?type=data&status=active&id=1120&sort=runs,data178/MagicTelescope/info.json
led7,TTT更高,ttt_step8,0.7390625,0.740625,0.1562500000000022,1.0000000000000142,weak,2560,640,7,10,multiclass,0.7-0.8,1k-5k,<=10,6-10,0,7,categorical_only,1.262962962962963,1.2-2,openml,other,True,8,stratified split,TTT 实际执行；ICLv2 有中等 headroom，TTT 可能修正也可能过拟合；提升幅度很小，应视为弱正信号；纯类别特征，TTT 更依赖离散组合模式,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://www.openml.org/search?type=data&status=active&id=40678&sort=runs,data178/led7/info.json
BNG(tic-tac-toe),TTT更高,ttt_step8,0.8148336296672594,0.8163576327152654,0.1524003048006039,11.999999999999556,medium,31492,7874,9,2,binclass,0.8-0.9,>20k,<=10,2,0,9,categorical_only,1.8810011709601873,1.2-2,openml,other,True,8,stratified split,TTT 实际执行；ICLv2 处在中高准确率区间，有可校正边界且不是完全无结构；提升幅度很小，应视为弱正信号；纯类别特征，TTT 更依赖离散组合模式,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://www.openml.org/search?type=data&status=active&id=137&sort=runs,data178/BNG(tic-tac-toe)/info.json
BLE_RSSI_dataset_for_Indoor_localization,TTT更高,ttt_step8,0.7336004006009014,0.7351026539809714,0.150225338007004,2.99999999999987,weak,7987,1997,3,3,multiclass,0.7-0.8,5k-20k,<=10,3-5,3,0,numeric_only,,unknown,uci,other,True,8,stratified split,TTT 实际执行；ICLv2 有中等 headroom，TTT 可能修正也可能过拟合；提升幅度很小，应视为弱正信号；纯数值特征占主导,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://archive.ics.uci.edu/dataset/586/ble+rssi+dataset+for+indoor+localization,data178/BLE_RSSI_dataset_for_Indoor_localization/info.json
FOREX_audsgd-hour-High,TTT更高,ttt_step8,0.7105533371363377,0.7119224187107815,0.136908157444382,12.000000000000083,medium,35060,8765,10,2,binclass,0.7-0.8,>20k,<=10,2,10,0,numeric_only,1.0607043776743312,<=1.2,openml,financial/FOREX,True,8,stratified split,TTT 实际执行；ICLv2 有中等 headroom，TTT 可能修正也可能过拟合；提升幅度很小，应视为弱正信号；纯数值特征占主导；类别较均衡；FOREX 类存在时间序列/粒度效应，方向不稳定,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://www.openml.org/search?type=data&status=active&id=41865&sort=runs,data178/FOREX_audsgd-hour-High/info.json
rice_cammeo_and_osmancik,TTT更高,ttt_step8,0.931758530183727,0.9330708661417324,0.1312335958005395,1.000000000000111,weak,3048,762,7,2,binclass,0.9-0.95,1k-5k,<=10,2,7,0,numeric_only,,unknown,uci,scientific/health/environment,True,8,stratified split,TTT 实际执行；ICLv2 处在中高准确率区间，有可校正边界且不是完全无结构；提升幅度很小，应视为弱正信号；纯数值特征占主导,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://archive.ics.uci.edu/dataset/545/rice+cammeo+and+osmancik,data178/rice_cammeo_and_osmancik/info.json
okcupid_stem,TTT更高,ttt_step8,0.75,0.751311844077961,0.1311844077961033,7.000000000000072,weak,21341,5336,13,3,multiclass,0.7-0.8,>20k,11-30,3-5,2,11,mixed,6.826226012793177,>5,openml,text/sequence/symbolic,True,8,stratified split,TTT 实际执行；ICLv2 有中等 headroom，TTT 可能修正也可能过拟合；提升幅度很小，应视为弱正信号；数值+类别混合，类别编码稳定性会影响 TTT；类别不平衡明显,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://www.openml.org/search?type=data&status=active&id=45067&sort=runs,data178/okcupid_stem/info.json
mozilla4,TTT更高,ttt_step8,0.944033451270505,0.9453200385976198,0.1286587327114841,4.000000000000041,weak,12436,3109,4,2,binclass,0.9-0.95,5k-20k,<=10,2,4,0,numeric_only,2.043265465935787,2-5,openml,text/sequence/symbolic,True,8,stratified split,TTT 实际执行；ICLv2 处在中高准确率区间，有可校正边界且不是完全无结构；提升幅度很小，应视为弱正信号；纯数值特征占主导,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://www.openml.org/search?type=data&status=active&id=1046&sort=runs,data178/mozilla4/info.json
microaggregation2,TTT更高,ttt_step8,0.64425,0.6455,0.1249999999999973,4.999999999999893,weak,16000,4000,20,5,multiclass,0.6-0.7,5k-20k,11-30,3-5,20,0,numeric_only,15.022880215343204,>5,openml,other,True,8,stratified split,TTT 实际执行；ICLv2 偏低，任务难度或分布偏移本身较强；提升幅度很小，应视为弱正信号；纯数值特征占主导；类别不平衡明显,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://www.openml.org/search?type=data&status=active&id=41671&sort=runs,data178/microaggregation2/info.json
spambase,TTT更高,ttt_step8,0.9587404994571118,0.9598262757871878,0.1085776330076004,1.0000000000000004,weak,3680,921,57,2,binclass,>0.95,1k-5k,31-80,2,57,0,numeric_only,1.5377826806398236,1.2-2,openml,text/sequence/symbolic; vision/sensor/pattern,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；提升幅度很小，应视为弱正信号；纯数值特征占主导；视觉/传感器/模式类常有较强局部结构,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://www.openml.org/search?type=data&status=active&id=44&sort=runs,data178/spambase/info.json
Wilt,TTT更高,ttt_step8,0.9927461139896372,0.9937823834196892,0.1036269430051972,1.0000000000001537,weak,3856,965,5,2,binclass,>0.95,1k-5k,<=10,2,5,0,numeric_only,,unknown,openml,other,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；提升幅度很小，应视为弱正信号；纯数值特征占主导,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://www.openml.org/search?type=data&id=44489,data178/Wilt/info.json
rl,TTT更高,ttt_step8,0.9054325955734408,0.9064386317907444,0.1006036217303552,0.9999999999997308,weak,3976,994,12,2,binclass,0.9-0.95,1k-5k,11-30,2,5,7,mixed,1.0,<=1.2,openml,other,True,8,stratified split,TTT 实际执行；ICLv2 处在中高准确率区间，有可校正边界且不是完全无结构；提升幅度很小，应视为弱正信号；数值+类别混合，类别编码稳定性会影响 TTT；类别较均衡,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://www.openml.org/search?type=data&status=active&id=44160&sort=runs,data178/rl/info.json
KDDCup09_upselling,TTT更高,ttt_step8,0.8109161793372319,0.8118908382066277,0.0974658869395739,1.0000000000000284,weak,4102,1026,49,2,binclass,0.8-0.9,1k-5k,31-80,2,34,15,mixed,1.0,<=1.2,openml,business/customer/finance,True,8,stratified split,TTT 实际执行；ICLv2 处在中高准确率区间，有可校正边界且不是完全无结构；提升幅度很小，应视为弱正信号；数值+类别混合，类别编码稳定性会影响 TTT；类别较均衡,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://www.openml.org/search?type=data&status=active&id=44186&sort=runs,data178/KDDCup09_upselling/info.json
page-blocks,TTT更高,ttt_step8,0.9771689497716894,0.978082191780822,0.0913242009132564,1.000000000000158,weak,4378,1095,10,5,multiclass,>0.95,1k-5k,<=10,3-5,10,0,numeric_only,175.46428571428572,>5,openml,text/sequence/symbolic; synthetic/rule-generated,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；提升幅度很小，应视为弱正信号；纯数值特征占主导；类别不平衡明显；规则/合成结构明显，TTT 容易放大边界校正也可能过拟合规则噪声,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://www.openml.org/search?type=data&status=active&id=30&sort=runs,data178/page-blocks/info.json
turiye_student_evaluation,TTT更高,ttt_step8,0.5197594501718213,0.520618556701031,0.0859106529209619,0.9999999999999964,weak,4656,1164,32,5,multiclass,<=0.6,1k-5k,31-80,3-5,30,2,mixed,,unknown,uci,other,True,8,stratified split,TTT 实际执行；ICLv2 偏低，任务难度或分布偏移本身较强；提升幅度很小，应视为弱正信号；数值+类别混合，类别编码稳定性会影响 TTT,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://archive.ics.uci.edu/dataset/262/turkiye+student+evaluation,data178/turiye_student_evaluation/info.json
INNHotelsGroup,TTT更高,ttt_step8,0.9046175051688492,0.9054445210199862,0.082701585113698,5.999999999998796,weak,29020,7255,17,2,binclass,0.9-0.95,>20k,11-30,2,11,6,mixed,,unknown,kaggle,other,True,8,stratified split,TTT 实际执行；ICLv2 处在中高准确率区间，有可校正边界且不是完全无结构；提升幅度很小，应视为弱正信号；数值+类别混合，类别编码稳定性会影响 TTT,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://www.kaggle.com/datasets/mariyamalshatta/inn-hotels-group,data178/INNHotelsGroup/info.json
delta_ailerons,TTT更高,ttt_step8,0.953015427769986,0.9537166900420756,0.0701262272089553,0.9999999999997032,weak,5703,1426,5,2,binclass,>0.95,5k-20k,<=10,2,5,0,numeric_only,1.1306037059175136,<=1.2,openml,other,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；提升幅度很小，应视为弱正信号；纯数值特征占主导；类别较均衡,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://www.openml.org/search?type=data&status=active&id=803&sort=runs,data178/delta_ailerons/info.json
FOREX_cadjpy-hour-High,TTT更高,ttt_step8,0.7159155733029093,0.7164860239589276,0.0570450656018239,4.999999999999872,weak,35060,8765,10,2,binclass,0.7-0.8,>20k,<=10,2,10,0,numeric_only,1.0738690138179066,<=1.2,openml,financial/FOREX,True,8,stratified split,TTT 实际执行；ICLv2 有中等 headroom，TTT 可能修正也可能过拟合；提升幅度很小，应视为弱正信号；纯数值特征占主导；类别较均衡；FOREX 类存在时间序列/粒度效应，方向不稳定,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://www.openml.org/search?type=data&status=active&id=41833&sort=runs,data178/FOREX_cadjpy-hour-High/info.json
FICO-HELOC-cleaned,TTT更高,ttt_step8,0.7549367088607595,0.7554430379746836,0.0506329113924119,1.0000000000001368,weak,7896,1975,23,2,binclass,0.7-0.8,5k-20k,11-30,2,21,2,mixed,1.0846884899683211,<=1.2,openml,text/sequence/symbolic,True,8,stratified split,TTT 实际执行；ICLv2 有中等 headroom，TTT 可能修正也可能过拟合；提升幅度很小，应视为弱正信号；数值+类别混合，类别编码稳定性会影响 TTT；类别较均衡,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://www.openml.org/search?type=data&status=active&id=45553&sort=runs,data178/FICO-HELOC-cleaned/info.json
JapaneseVowels,TTT更高,ttt_step8,0.9994982438534872,1.0,0.0501756146512821,1.0000000000000535,weak,7968,1993,14,9,multiclass,>0.95,5k-20k,11-30,6-10,14,0,numeric_only,2.0639386189258313,2-5,openml,other,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；提升幅度很小，应视为弱正信号；纯数值特征占主导,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://www.openml.org/search?type=data&status=active&id=375&sort=runs,data178/JapaneseVowels/info.json
Amazon_employee_access,TTT更高,ttt_step8,0.9441562404638388,0.9444613976197742,0.0305157155935376,2.0000000000004547,weak,26215,6554,7,2,binclass,0.9-0.95,>20k,<=10,2,0,7,categorical_only,16.274117026884554,>5,openml,business/customer/finance,True,8,stratified split,TTT 实际执行；ICLv2 处在中高准确率区间，有可校正边界且不是完全无结构；提升幅度很小，应视为弱正信号；纯类别特征，TTT 更依赖离散组合模式；类别不平衡明显,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://www.openml.org/search?type=data&status=active&id=4135&sort=runs,data178/Amazon_employee_access/info.json
HR_Analytics_Job_Change_of_Data_Scientists,TTT更高,ttt_step8,0.8006263048016702,0.8008872651356994,0.0260960334029225,0.999999999999992,weak,15326,3832,13,2,binclass,0.8-0.9,5k-20k,11-30,2,3,10,mixed,,unknown,kaggle,business/customer/finance,True,8,stratified split,TTT 实际执行；ICLv2 处在中高准确率区间，有可校正边界且不是完全无结构；提升幅度很小，应视为弱正信号；数值+类别混合，类别编码稳定性会影响 TTT,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://www.kaggle.com/datasets/arashnic/hr-analytics-job-change-of-data-scientists,data178/HR_Analytics_Job_Change_of_Data_Scientists/info.json
BNG(breast-w),TTT更高,ttt_step8,0.9880619761239524,0.9883159766319533,0.025400050800084,1.9999999999986149,weak,31492,7874,9,2,binclass,>0.95,>20k,<=10,2,9,0,numeric_only,1.9060977410305626,1.2-2,openml,other,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；提升幅度很小，应视为弱正信号；纯数值特征占主导,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://www.openml.org/search?type=data&status=active&id=251&sort=runs,data178/BNG(breast-w)/info.json
shuttle,TTT更高,ttt_step8,0.9993103448275862,0.999396551724138,0.008620689655181,1.000000000001,weak,46400,11600,9,7,multiclass,>0.95,>20k,<=10,6-10,9,0,numeric_only,4558.6,>5,openml,other,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；提升幅度很小，应视为弱正信号；纯数值特征占主导；类别不平衡明显,只作为弱收益样本；需要多 seed 或更严格 step selector。,https://www.openml.org/search?type=data&status=active&id=40685&sort=runs,data178/shuttle/info.json
ASP-POTASSCO-classification,持平,tie,0.4903474903474903,0.4903474903474903,0.0,0.0,tie,1035,259,141,11,multiclass,<=0.6,1k-5k,>80,>10,140,1,mixed,12.285714285714286,>5,openml,other,False,0,stratified split | TTT training skipped because n_classes=11 exceeds model max_classes=10,TTT 未执行，主要由类别数超过 max_classes 导致，两边预测一致不能解释为 TTT 有效；ICLv2 偏低，任务难度或分布偏移本身较强；test 较小，几个样本就能造成 pp 级变化；持平来自跳过 TTT，不应归入有效适配样本；数值+类别混合，类别编码稳定性会影响 TTT；类别不平衡明显,保留为 skip 规则：类别数超过模型上限时不要把持平当成 TTT 收益。,https://www.openml.org/search?type=data&status=active&id=41705&sort=runs,data178/ASP-POTASSCO-classification/info.json
Basketball_c,持平,tie,0.7014925373134329,0.7014925373134329,0.0,0.0,tie,1072,268,11,2,binclass,0.7-0.8,1k-5k,11-30,2,11,0,numeric_only,,unknown,kaggle,business/customer/finance,True,8,stratified split,TTT 实际执行；ICLv2 有中等 headroom，TTT 可能修正也可能过拟合；test 较小，几个样本就能造成 pp 级变化；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；纯数值特征占主导,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.kaggle.com/code/clkmuhammed/credit-score-classification-part-1-data-cleaning#B.-Numeric-Column-NaN-Values:-Reassign-Group-Min-Max,data178/Basketball_c/info.json
E-CommereShippingData,持平,tie,0.6763636363636364,0.6763636363636364,0.0,0.0,tie,8799,2200,10,2,binclass,0.6-0.7,5k-20k,<=10,2,6,4,mixed,,unknown,kaggle,business/customer/finance,True,8,stratified split,TTT 实际执行；ICLv2 偏低，任务难度或分布偏移本身较强；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；数值+类别混合，类别编码稳定性会影响 TTT,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.kaggle.com/datasets/prachi13/customer-analytics,data178/E-CommereShippingData/info.json
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,持平,tie,0.678125,0.678125,0.0,0.0,tie,1280,320,20,2,binclass,0.6-0.7,1k-5k,11-30,2,0,20,categorical_only,1.0,<=1.2,openml,synthetic/rule-generated,True,8,stratified split,TTT 实际执行；ICLv2 偏低，任务难度或分布偏移本身较强；test 较小，几个样本就能造成 pp 级变化；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；纯类别特征，TTT 更依赖离散组合模式；类别较均衡,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.openml.org/search?type=data&status=active&id=40646&sort=runs,data178/GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1/info.json
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,持平,tie,0.684375,0.684375,0.0,0.0,tie,1280,320,20,2,binclass,0.6-0.7,1k-5k,11-30,2,0,20,categorical_only,1.0,<=1.2,openml,synthetic/rule-generated,True,8,stratified split,TTT 实际执行；ICLv2 偏低，任务难度或分布偏移本身较强；test 较小，几个样本就能造成 pp 级变化；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；纯类别特征，TTT 更依赖离散组合模式；类别较均衡,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.openml.org/search?type=data&status=active&id=40649&sort=runs,data178/GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001/info.json
IBM_HR_Analytics_Employee_Attrition_and_Performance,持平,tie,0.8775510204081632,0.8775510204081632,0.0,0.0,tie,1176,294,31,2,binclass,0.8-0.9,1k-5k,31-80,2,25,6,mixed,,unknown,kaggle,business/customer/finance,True,8,stratified split,TTT 实际执行；ICLv2 处在中高准确率区间，有可校正边界且不是完全无结构；test 较小，几个样本就能造成 pp 级变化；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；数值+类别混合，类别编码稳定性会影响 TTT,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset,data178/IBM_HR_Analytics_Employee_Attrition_and_Performance/info.json
Indian_pines,持平,tie,0.9879715691634772,0.9879715691634772,0.0,0.0,tie,7315,1829,220,8,multiclass,>0.95,5k-20k,>80,6-10,220,0,numeric_only,202.5,>5,openml,other,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；纯数值特征占主导；类别不平衡明显,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.openml.org/search?type=data&status=active&id=41972&sort=runs,data178/Indian_pines/info.json
MIC,持平,tie,0.9090909090909092,0.9090909090909092,0.0,0.0,tie,1319,330,104,2,binclass,0.9-0.95,1k-5k,>80,2,9,95,mixed,5.416342412451362,>5,openml,scientific/health/environment,True,8,stratified split,TTT 实际执行；ICLv2 处在中高准确率区间，有可校正边界且不是完全无结构；test 较小，几个样本就能造成 pp 级变化；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；数值+类别混合，类别编码稳定性会影响 TTT；类别不平衡明显,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.openml.org/search?type=data&status=active&id=45648&sort=runs,data178/MIC/info.json
Mobile_Price_Classification,持平,tie,0.965,0.965,0.0,0.0,tie,1600,400,20,4,multiclass,>0.95,1k-5k,11-30,3-5,14,6,mixed,,unknown,kaggle,other,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；test 较小，几个样本就能造成 pp 级变化；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；数值+类别混合，类别编码稳定性会影响 TTT,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.kaggle.com/datasets/iabhishekofficial/mobile-price-classification,data178/Mobile_Price_Classification/info.json
National_Health_and_Nutrition_Health_Survey,持平,tie,0.8333333333333334,0.8333333333333334,0.0,0.0,tie,1822,456,7,2,binclass,0.8-0.9,1k-5k,<=10,2,7,0,numeric_only,,unknown,uci,scientific/health/environment,True,8,stratified split,TTT 实际执行；ICLv2 处在中高准确率区间，有可校正边界且不是完全无结构；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；纯数值特征占主导,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://archive.ics.uci.edu/dataset/887/national+health+and+nutrition+health+survey+2013-2014+(nhanes)+age+prediction+subset,data178/National_Health_and_Nutrition_Health_Survey/info.json
PhishingWebsites,持平,tie,0.9805517865219358,0.9805517865219358,0.0,0.0,tie,8844,2211,30,2,binclass,>0.95,5k-20k,11-30,2,0,30,categorical_only,1.2570436913025724,1.2-2,openml,text/sequence/symbolic,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；纯类别特征，TTT 更依赖离散组合模式,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.openml.org/search?type=data&status=active&id=4534&sort=runs,data178/PhishingWebsites/info.json
Satellite,持平,tie,0.9931372549019608,0.9931372549019608,0.0,0.0,tie,4080,1020,36,2,binclass,>0.95,1k-5k,31-80,2,36,0,numeric_only,67.0,>5,openml,vision/sensor/pattern,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；纯数值特征占主导；类别不平衡明显；视觉/传感器/模式类常有较强局部结构,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.openml.org/search?type=data&status=active&id=40900&sort=runs,data178/Satellite/info.json
UJI_Pen_Characters,持平,tie,0.5384615384615384,0.5384615384615384,0.0,0.0,tie,1091,273,80,35,multiclass,<=0.6,1k-5k,31-80,>10,80,0,numeric_only,,unknown,uci,vision/sensor/pattern,False,0,stratified split | TTT training skipped because n_classes=35 exceeds model max_classes=10,TTT 未执行，主要由类别数超过 max_classes 导致，两边预测一致不能解释为 TTT 有效；ICLv2 偏低，任务难度或分布偏移本身较强；test 较小，几个样本就能造成 pp 级变化；持平来自跳过 TTT，不应归入有效适配样本；纯数值特征占主导；视觉/传感器/模式类常有较强局部结构,保留为 skip 规则：类别数超过模型上限时不要把持平当成 TTT 收益。,https://archive.ics.uci.edu/dataset/160/uji+pen+characters,data178/UJI_Pen_Characters/info.json
allbp,持平,tie,0.9774834437086092,0.9774834437086092,0.0,0.0,tie,3017,755,29,3,multiclass,>0.95,1k-5k,11-30,3-5,6,23,mixed,257.7857142857143,>5,openml,other,True,8,stratified split,TTT 实际执行；ICLv2 已接近 ceiling，剩余 headroom 小；TTT 更新后预测未变，说明 step8 对决策边界没有可见影响；数值+类别混合，类别编码稳定性会影响 TTT；类别不平衡明显,持平组主要用于识别 ceiling、skip 和决策边界未变；不应作为增益证据。,https://www.openml.org/search?type=data&status=active&id=40707&sort=runs,data178/allbp/info.json
